Date,Close Price,Open Price,High Price,Low Price,Total Traded Quantity,Month,Year,priceXvol,Day_Perc_Change,Trend
2018-07-31,1227.22,1231.71,1241.21,1216.19,1970000.0,7,2018,2417623400.0,-0.0022926083704594147,Slight or No change
2018-07-30,1230.04,1245.05,1252.89,1224.17,2190000.0,7,2018,2693787600.0,-0.018237834127497354,Slight or No change
2018-07-27,1252.89,1289.12,1291.44,1244.49,2420000.0,7,2018,3031993800.0000005,-0.025367561260210003,Slight or No change
2018-07-26,1285.5,1267.18,1287.4,1263.0,2730000.0,7,2018,3509415000.0,0.007492515322037097,Slight or No change
2018-07-25,1275.94,1252.62,1278.24,1249.05,2580000.0,7,2018,3291925200.0,0.01413980844891305,Slight or No change
2018-07-24,1258.15,1271.0,1275.0,1244.14,5380000.0,7,2018,6768847000.000001,0.03893476465730816,Slight or No change
2018-07-23,1211.0,1195.66,1215.1,1192.01,3270000.0,7,2018,3959970000.0,0.01095268307342967,Slight or No change
2018-07-20,1197.88,1199.24,1210.77,1196.59,1900000.0,7,2018,2275972000.0,-0.0010174297389706766,Slight or No change
2018-07-19,1199.1,1206.65,1216.48,1197.73,1920000.0,7,2018,2302272000.0,-0.011385840664187907,Slight or No change
2018-07-18,1212.91,1208.53,1221.59,1204.56,1950000.0,7,2018,2365174500.0,-0.0001401391499322724,Slight or No change
2018-07-17,1213.08,1182.74,1218.76,1182.0,2009999.9999999998,7,2018,2438290799.9999995,0.013848609706563098,Slight or No change
2018-07-16,1196.51,1203.81,1208.71,1193.4,1340000.0,7,2018,1603323400.0,-0.0065674764616995285,Slight or No change
2018-07-13,1204.42,1202.8,1210.44,1195.29,1630000.0,7,2018,1963204600.0,0.0026305712335381592,Slight or No change
2018-07-12,1201.26,1174.86,1201.99,1173.1,2210000.0,7,2018,2654784600.0,0.02543834189814409,Slight or No change
2018-07-11,1171.46,1155.62,1180.44,1155.37,1660000.0,7,2018,1944623600.0,0.0037013554500744394,Slight or No change
2018-07-10,1167.14,1169.99,1173.5,1162.56,1070000.0,7,2018,1248839800.0,-0.00011993694743328565,Slight or No change
2018-07-09,1167.28,1160.0,1167.93,1157.23,1080000.0,7,2018,1260662400.0,0.010562038992970146,Slight or No change
2018-07-06,1155.08,1141.77,1156.2,1137.24,1090000.0,7,2018,1259037200.0,0.012082818564957076,Slight or No change
2018-07-05,1141.29,1124.6,1144.14,1123.12,1430000.0,7,2018,1632044700.0,0.022404772996022393,Slight or No change
2018-07-03,1116.28,1149.42,1149.91,1114.43,822390.0,7,2018,918017509.1999999,-0.02261603523303357,Slight or No change
2018-07-02,1142.11,1115.35,1142.99,1106.6,1160000.0,7,2018,1324847600.0,0.011441829984324858,Slight or No change
2018-06-29,1129.19,1132.31,1141.36,1127.02,1580000.0,6,2018,1784120200.0,0.002138838105042673,Slight or No change
2018-06-28,1126.78,1112.39,1134.0,1106.07,1490000.0,6,2018,1678902200.0,0.008809783873797938,Slight or No change
2018-06-27,1116.94,1136.0,1146.21,1116.7,1730000.0,6,2018,1932306200.0,-0.013844007698963323,Slight or No change
2018-06-26,1132.62,1144.14,1146.87,1129.0,1730000.0,6,2018,1959432599.9999998,-0.0058457973456921275,Slight or No change
2018-06-25,1139.28,1155.0,1155.99,1119.9,2880000.0,6,2018,3281126400.0,-0.025665147226094476,Slight or No change
2018-06-22,1169.29,1171.49,1175.0,1159.65,1710000.0,6,2018,1999485900.0,-0.00012826652072794875,Slight or No change
2018-06-21,1169.44,1185.51,1190.33,1163.48,2250000.0,6,2018,2631240000.0,-0.012355688430582545,Slight or No change
2018-06-20,1184.07,1183.3,1201.49,1182.03,2580000.0,6,2018,3054900600.0,0.004564389279623882,Slight or No change
2018-06-19,1178.69,1170.11,1182.81,1161.61,2360000.0,6,2018,2781708400.0,-0.004131533145203425,Slight or No change
2018-06-18,1183.58,1152.69,1184.13,1151.0,1650000.0,6,2018,1952906999.9999998,0.020970093248337207,Slight or No change
2018-06-15,1159.27,1159.92,1163.91,1153.69,2220000.0,6,2018,2573579400.0,-0.0007240692692933592,Slight or No change
2018-06-14,1160.11,1152.21,1165.99,1150.6,1770000.0,6,2018,2053394699.9999998,0.013878328657699779,Slight or No change
2018-06-13,1144.23,1152.28,1155.64,1143.38,1720000.0,6,2018,1968075600.0,-0.0034489065398584096,Slight or No change
2018-06-12,1148.19,1141.02,1148.75,1141.02,1300000.0,6,2018,1492647000.0,0.006389692348146125,Slight or No change
2018-06-11,1140.9,1132.94,1147.74,1131.4,1240000.0,6,2018,1414716000.0,0.007230447334269252,Slight or No change
2018-06-08,1132.71,1131.21,1138.78,1123.23,1360000.0,6,2018,1540485600.0,-0.001507378219707034,Slight or No change
2018-06-07,1134.42,1144.58,1145.87,1126.12,1810000.0,6,2018,2053300200.0000002,-0.01092462618248391,Slight or No change
2018-06-06,1146.95,1152.77,1154.71,1136.32,1750000.0,6,2018,2007162500.0,-0.003535994161700029,Slight or No change
2018-06-05,1151.02,1154.66,1161.1,1147.46,1650000.0,6,2018,1899183000.0,-0.0017518906542703938,Slight or No change
2018-06-04,1153.04,1138.5,1157.86,1137.0,2240000.0,6,2018,2582809600.0,0.015894273127753378,Slight or No change
2018-06-01,1135.0,1112.87,1138.16,1112.01,3160000.0,6,2018,3586600000.0,0.031818181818181746,Slight or No change
2018-05-31,1100.0,1082.0,1110.0,1078.0,3970000.0,5,2018,4367000000.0,0.020910094944638802,Slight or No change
2018-05-30,1077.47,1073.48,1078.99,1066.55,1430000.0,5,2018,1540782100.0,0.008800921287930752,Slight or No change
2018-05-29,1068.07,1076.0,1081.34,1063.08,1800000.0,5,2018,1922526000.0,-0.01476828278355835,Slight or No change
2018-05-25,1084.08,1086.55,1089.57,1082.6,1110000.0,5,2018,1203328800.0,-0.0012621493389839422,Slight or No change
2018-05-24,1085.45,1086.9,1087.12,1072.3,1030000.0,5,2018,1118013500.0,-0.00046963055729487557,Slight or No change
2018-05-23,1085.96,1070.0,1088.0,1066.96,1190000.0,5,2018,1292292400.0,0.009904120672178385,Slight or No change
2018-05-22,1075.31,1089.8,1091.8,1072.26,1110000.0,5,2018,1193594100.0,-0.008025756219961155,Slight or No change
2018-05-21,1084.01,1079.0,1093.3,1078.0,1260000.0,5,2018,1365852600.0,0.013434426536030664,Slight or No change
2018-05-18,1069.64,1066.0,1073.73,1064.68,1770000.0,5,2018,1893262800.0000002,-0.010746721417605243,Slight or No change
2018-05-17,1081.26,1081.46,1091.0,1076.42,1290000.0,5,2018,1394825400.0,-0.0026104843693788293,Slight or No change
2018-05-16,1084.09,1085.09,1094.38,1081.63,1280000.0,5,2018,1387635200.0,-0.0007189801543041607,Slight or No change
2018-05-15,1084.87,1096.9,1099.12,1078.78,1790000.0,5,2018,1941917299.9999998,-0.019636725103921893,Slight or No change
2018-05-14,1106.6,1105.57,1118.15,1104.8,1970000.0,5,2018,2180002000.0,0.0029183055701569316,Slight or No change
2018-05-11,1103.38,1100.41,1109.01,1097.22,1530000.0,5,2018,1688171400.0000002,-0.0018905985689343652,Slight or No change
2018-05-10,1105.47,1095.0,1109.41,1093.88,1820000.0,5,2018,2011955400.0,0.015170577161485843,Slight or No change
2018-05-09,1088.95,1064.1,1094.0,1062.11,2360000.0,5,2018,2569922000.0,0.028679658791411322,Slight or No change
2018-05-08,1058.59,1064.62,1065.23,1051.64,1300000.0,5,2018,1376167000.0,-0.0008211730504220638,Slight or No change
2018-05-07,1059.46,1053.89,1065.0,1050.27,1720000.0,5,2018,1822271200.0,0.008049476688867685,Slight or No change
2018-05-04,1051.0,1019.61,1051.88,1018.05,1840000.0,5,2018,1933840000.0,0.02406703692877321,Slight or No change
2018-05-03,1026.3,1025.37,1030.69,1007.89,1960000.0,5,2018,2011548000.0,0.00024365284342864335,Slight or No change
2018-05-02,1026.05,1034.0,1043.98,1023.16,1730000.0,5,2018,1775066500.0,-0.014124429497958224,Slight or No change
2018-05-01,1040.75,1016.3,1041.73,1010.61,1770000.0,5,2018,1842127500.0,0.021765595240432756,Slight or No change
2018-04-30,1018.58,1034.42,1038.37,1018.3,1720000.0,4,2018,1751957600.0,-0.012477580105676456,Slight or No change
2018-04-27,1031.45,1045.54,1051.69,1027.59,2040000.0,4,2018,2104158000.0,-0.011367666369535345,Slight or No change
2018-04-26,1043.31,1033.22,1052.02,1020.45,2550000.0,4,2018,2660440500.0,0.019863341772646814,Slight or No change
2018-04-25,1022.99,1029.75,1036.07,1017.01,2890000.0,4,2018,2956441100.0,0.0003422514276774091,Slight or No change
2018-04-24,1022.64,1059.2,1064.49,1012.86,6410000.0,4,2018,6555122400.0,-0.04765275048658513,Slight or No change
2018-04-23,1073.81,1082.98,1088.0,1066.68,3480000.0,4,2018,3736858800.0,-0.00325808487728807,Slight or No change
2018-04-20,1077.32,1084.27,1094.75,1072.1,2120000.0,4,2018,2283918400.0,-0.011134058469870256,Slight or No change
2018-04-19,1089.45,1069.02,1097.51,1069.02,1990000.0,4,2018,2168005500.0,0.013074326523400792,Slight or No change
2018-04-18,1075.39,1079.01,1082.0,1070.52,1560000.0,4,2018,1677608400.0000002,-0.0036781055440259225,Slight or No change
2018-04-17,1079.36,1061.2,1085.0,1057.09,2730000.0,4,2018,2946652799.9999995,0.03179428352929925,Slight or No change
2018-04-16,1046.1,1045.55,1051.43,1033.92,1490000.0,4,2018,1558688999.9999998,0.009710049805026877,Slight or No change
2018-04-13,1036.04,1046.89,1052.98,1030.15,1270000.0,4,2018,1315770800.0,-0.0012050631935138778,Slight or No change
2018-04-12,1037.29,1031.47,1044.65,1026.05,1640000.0,4,2018,1701155600.0,0.011931008916551189,Slight or No change
2018-04-11,1025.06,1032.0,1035.87,1019.2,1700000.0,4,2018,1742602000.0,-0.011037144235407692,Slight or No change
2018-04-10,1036.5,1030.26,1041.21,1015.41,1840000.0,4,2018,1907160000.0,0.01608681586918803,Slight or No change
2018-04-09,1020.09,1020.04,1044.59,1019.2,1660000.0,4,2018,1693349400.0,0.010040100995098777,Slight or No change
2018-04-06,1009.95,1023.1,1036.0,1006.25,2009999.9999999998,4,2018,2029999499.9999998,-0.021972807561202456,Slight or No change
2018-04-05,1032.64,1046.39,1046.71,1024.0,1790000.0,4,2018,1848425600.0000002,0.0028454613434851783,Slight or No change
2018-04-04,1029.71,998.23,1032.74,996.51,2540000.0,4,2018,2615463400.0,0.01082773785683444,Slight or No change
2018-04-03,1018.68,1016.15,1025.0,997.25,2570000.0,4,2018,2618007600.0,0.005974541540345379,Slight or No change
2018-04-02,1012.63,1027.62,1039.53,994.25,3250000.0,4,2018,3291047500.0,-0.02363229650770393,Slight or No change
2018-03-29,1037.14,1011.21,1048.05,1004.04,3470000.0,3,2018,3598875800.0000005,0.03179530034421707,Slight or No change
2018-03-28,1005.18,1001.91,1024.99,984.0,3880000.0,3,2018,3900098400.0,-0.001747869783701228,Slight or No change
2018-03-27,1006.94,1063.9,1064.54,997.62,3040000.0,3,2018,3061097600.0,-0.044730525856425785,Slight or No change
2018-03-26,1054.09,1050.6,1059.27,1010.58,3300000.0,3,2018,3478496999.9999995,0.026827723929667258,Slight or No change
2018-03-23,1026.55,1051.37,1066.78,1024.87,2490000.0,3,2018,2556109500.0,-0.025257560651379296,Slight or No change
2018-03-22,1053.15,1080.01,1083.92,1049.64,3470000.0,3,2018,3654430500.0000005,-0.037340036563071166,Slight or No change
2018-03-21,1094.0,1092.57,1108.7,1087.21,2240000.0,3,2018,2450560000.0,-0.0016426355174301577,Slight or No change
2018-03-20,1095.8,1098.4,1105.55,1082.42,2730000.0,3,2018,2991534000.0,-0.0038815711727435698,Slight or No change
2018-03-19,1100.07,1117.76,1119.37,1088.92,3180000.0,3,2018,3498222600.0,-0.030279790553763286,Slight or No change
2018-03-16,1134.42,1155.35,1156.81,1131.36,2930000.0,3,2018,3323850600.0,-0.014070797229295606,Slight or No change
2018-03-15,1150.61,1149.57,1162.5,1135.66,1670000.0,3,2018,1921518699.9999998,0.0014970971981649317,Slight or No change
2018-03-14,1148.89,1145.8,1159.76,1142.35,2089999.9999999998,3,2018,2401180100.0,0.007877814915212555,Slight or No change
2018-03-13,1139.91,1171.83,1178.0,1134.57,2160000.0,3,2018,2462205600.0,-0.0223169487018946,Slight or No change
2018-03-12,1165.93,1165.05,1178.16,1159.2,2220000.0,3,2018,2588364600.0,0.004384755866441603,Slight or No change
2018-03-09,1160.84,1139.5,1161.0,1134.29,2130000.0,3,2018,2472589200.0,0.027855991783102052,Slight or No change
2018-03-08,1129.38,1117.2,1131.44,1117.2,1690000.0,3,2018,1908652200.0000002,0.01286052518295322,Slight or No change
2018-03-07,1115.04,1092.82,1116.2,1089.91,1540000.0,3,2018,1717161600.0,0.01284403669724754,Slight or No change
2018-03-06,1100.9,1102.1,1105.63,1094.5,1170000.0,3,2018,1288053000.0,0.005608535204063125,Slight or No change
2018-03-05,1094.76,1078.13,1101.18,1072.27,1430000.0,3,2018,1565506800.0,0.009795782832475508,Slight or No change
2018-03-02,1084.14,1057.98,1086.89,1050.11,2510000.0,3,2018,2721191400.0000005,0.01188153928001423,Slight or No change
2018-03-01,1071.41,1109.54,1111.27,1067.29,2770000.0,3,2018,2967805700.0,-0.029449597796941784,Slight or No change
2018-02-28,1103.92,1122.0,1127.65,1103.0,2460000.0,2,2018,2715643200.0,-0.012160965002550261,Slight or No change
2018-02-27,1117.51,1143.7,1144.25,1116.79,2150000.0,2,2018,2402646500.0,-0.022899361720731037,Slight or No change
2018-02-26,1143.7,1131.86,1144.2,1129.34,1550000.0,2,2018,1772735000.0,0.013837548422555024,Slight or No change
2018-02-23,1128.09,1118.66,1129.0,1108.44,1260000.0,2,2018,1421393400.0,0.016388863861608982,Slight or No change
2018-02-22,1109.9,1119.17,1125.46,1105.15,1400000.0,2,2018,1553860000.0000002,-0.0034567901234566767,Slight or No change
2018-02-21,1113.75,1109.1,1136.2,1107.51,2069999.9999999998,2,2018,2305462499.9999995,0.009206317563587918,Slight or No change
2018-02-20,1103.59,1092.76,1116.29,1090.0,1690000.0,2,2018,1865067099.9999998,0.007384755819260569,Slight or No change
2018-02-16,1095.5,1093.38,1108.31,1091.55,2000000.0,2,2018,2191000000.0,0.003793432048086798,Slight or No change
2018-02-15,1091.36,1083.45,1094.1,1067.23,1870000.0,2,2018,2040843199.9999998,0.01739535750908905,Slight or No change
2018-02-14,1072.7,1054.32,1075.47,1049.8,2069999.9999999998,2,2018,2220489000.0,0.017606769499307395,Slight or No change
2018-02-13,1054.14,1050.0,1061.22,1046.92,1580000.0,2,2018,1665541200.0000002,-0.0003982703686844502,Slight or No change
2018-02-12,1054.56,1056.67,1065.57,1045.49,2810000.0,2,2018,2963313600.0,0.007923384977109205,Slight or No change
2018-02-09,1046.27,1025.88,1051.72,997.0,4920000.0,2,2018,5147648400.0,0.03826497702712084,Slight or No change
2018-02-08,1007.71,1059.87,1063.93,1004.7,3340000.0,2,2018,3365751400.0,-0.04519570593418676,Slight or No change
2018-02-07,1055.41,1084.97,1086.53,1054.62,2600000.0,2,2018,2744066000.0,-0.026760602344088613,Slight or No change
2018-02-06,1084.43,1033.98,1087.38,1030.01,3830000.0,2,2018,4153366900.0000005,0.020745677199521806,Slight or No change
2018-02-05,1062.39,1100.61,1114.99,1056.74,4179999.9999999995,2,2018,4440790200.0,-0.050759471050750515,Slight or No change
2018-02-02,1119.2,1127.42,1131.3,1111.17,5890000.0,2,2018,6592088000.0,-0.052801733257728856,Slight or No change
2018-02-01,1181.59,1175.99,1187.45,1169.36,3680000.0,2,2018,4348251200.0,-0.0005328957385258848,Slight or No change
2018-01-31,1182.22,1183.81,1186.32,1172.1,1800000.0,1,2018,2127996000.0,0.00411935075634684,Slight or No change
2018-01-30,1177.37,1177.72,1187.93,1174.51,1870000.0,1,2018,2201681900.0,-0.0076781740948015376,Slight or No change
2018-01-29,1186.48,1188.0,1198.0,1184.06,1570000.0,1,2018,1862773600.0,-0.0009094277341775703,Slight or No change
2018-01-26,1187.56,1187.53,1187.56,1168.03,2110000.0,1,2018,2505751600.0,0.00458490534116085,Slight or No change
2018-01-25,1182.14,1180.71,1185.0,1171.84,1500000.0,1,2018,1773210000.0000002,0.0092632909014847,Slight or No change
2018-01-24,1171.29,1184.98,1187.05,1167.4,1860000.0,1,2018,2178599400.0,-0.004149060084851719,Slight or No change
2018-01-23,1176.17,1170.62,1178.51,1167.25,1960000.0,1,2018,2305293200.0,0.010316451346893851,Slight or No change
2018-01-22,1164.16,1143.82,1166.88,1141.82,1480000.0,1,2018,1722956800.0000002,0.018067337122868565,Slight or No change
2018-01-19,1143.5,1138.03,1143.78,1132.5,1530000.0,1,2018,1749555000.0,0.0066286961803567745,Slight or No change
2018-01-18,1135.97,1139.35,1140.59,1124.46,1370000.0,1,2018,1556278900.0,-0.0027477833377226313,Slight or No change
2018-01-17,1139.1,1136.36,1139.32,1123.49,1390000.0,1,2018,1583348999.9999998,0.007429026266914107,Slight or No change
2018-01-16,1130.7,1140.31,1148.88,1126.66,1820000.0,1,2018,2057874000.0,4.422234997569774e-05,Slight or No change
2018-01-12,1130.65,1110.1,1131.3,1108.01,1930000.0,1,2018,2182154500.0,0.01672586664268705,Slight or No change
2018-01-11,1112.05,1112.31,1114.85,1106.48,1120000.0,1,2018,1245496000.0,0.001720503720251454,Slight or No change
2018-01-10,1110.14,1107.0,1112.78,1103.98,1040000.0,1,2018,1154545600.0,-0.002381401702028163,Slight or No change
2018-01-09,1112.79,1118.44,1118.44,1108.2,1340000.0,1,2018,1491138600.0,-0.001274445571301741,Slight or No change
2018-01-08,1114.21,1111.0,1119.16,1110.0,1230000.0,1,2018,1370478300.0,0.003530609120139916,Slight or No change
2018-01-05,1110.29,1103.45,1113.58,1101.8,1510000.0,1,2018,1676537900.0,0.013260202964152645,Slight or No change
2018-01-04,1095.76,1097.09,1104.08,1094.26,1300000.0,1,2018,1424488000.0,0.003884491351509922,Slight or No change
2018-01-03,1091.52,1073.93,1096.1,1073.43,1570000.0,1,2018,1713686400.0,0.01706096663281187,Slight or No change
2018-01-02,1073.21,1053.02,1075.98,1053.02,1590000.0,1,2018,1706403900.0,0.018805771786595704,Slight or No change
2017-12-29,1053.4,1055.49,1058.05,1052.7,1180000.0,12,2017,1243012000.0,-0.002414887068516447,Slight or No change
2017-12-28,1055.95,1062.25,1064.84,1053.38,994250.0,12,2017,1049878287.5,-0.004008677607998501,Slight or No change
2017-12-27,1060.2,1066.6,1068.27,1058.38,1120000.0,12,2017,1187424000.0,-0.00530093352723171,Slight or No change
2017-12-26,1065.85,1068.64,1068.86,1058.64,918770.0,12,2017,979271004.4999999,-0.0028160844263982465,Slight or No change
2017-12-22,1068.86,1070.0,1071.72,1067.64,889450.0,12,2017,950697526.9999999,-0.0018583368352244056,Slight or No change
2017-12-21,1070.85,1075.39,1077.52,1069.0,1280000.0,12,2017,1370688000.0,-0.0025243116360520457,Slight or No change
2017-12-20,1073.56,1080.92,1081.23,1068.6,1440000.0,12,2017,1545926400.0,-0.005760432680731231,Slight or No change
2017-12-19,1079.78,1083.02,1084.97,1072.27,1320000.0,12,2017,1425309600.0,-0.004893603295579085,Slight or No change
2017-12-18,1085.09,1076.45,1086.49,1070.37,1510000.0,12,2017,1638485899.9999998,0.012210820895522279,Slight or No change
2017-12-15,1072.0,1063.78,1075.25,1060.09,3190000.0,12,2017,3419680000.0,0.013740342515626836,Slight or No change
2017-12-14,1057.47,1055.49,1067.08,1053.6,1550000.0,12,2017,1639078500.0,0.005782820837177294,Slight or No change
2017-12-13,1051.39,1052.08,1055.48,1046.58,1380000.0,12,2017,1450918200.0000002,0.0024981645165289557,Slight or No change
2017-12-12,1048.77,1050.0,1062.5,1044.87,1690000.0,12,2017,1772421300.0,-0.003041911841592526,Slight or No change
2017-12-11,1051.97,1051.11,1056.0,1044.12,1160000.0,12,2017,1220285200.0,0.0024681240351445144,Slight or No change
2017-12-08,1049.38,1051.81,1056.42,1045.86,1560000.0,12,2017,1637032800.0000002,0.004604765597327365,Slight or No change
2017-12-07,1044.57,1036.07,1048.92,1035.36,1540000.0,12,2017,1608637800.0,0.01147455263769448,Slight or No change
2017-12-06,1032.72,1016.52,1039.58,1015.31,1440000.0,12,2017,1487116800.0,0.012867791290702257,Slight or No change
2017-12-05,1019.6,1010.99,1036.68,1002.32,1950000.0,12,2017,1988220000.0,0.007639321256683207,Slight or No change
2017-12-04,1011.87,1027.8,1031.34,1009.22,1940000.0,12,2017,1963027800.0,-0.012877169364043373,Slight or No change
2017-12-01,1025.07,1030.41,1037.24,1016.9,1890000.0,12,2017,1937382299.9999998,-0.010712527867049015,Slight or No change
2017-11-30,1036.17,1039.94,1044.14,1030.07,2250000.0,11,2017,2331382500.0,-0.0011663999691531313,Slight or No change
2017-11-29,1037.38,1056.18,1058.77,1029.65,2790000.0,11,2017,2894290200.0000005,-0.024367764203556797,Slight or No change
2017-11-28,1063.29,1073.99,1080.0,1054.54,1820000.0,11,2017,1935187800.0,-0.008134252478988135,Slight or No change
2017-11-27,1072.01,1058.57,1073.04,1054.77,1770000.0,11,2017,1897457700.0,0.014661341006322548,Slight or No change
2017-11-24,1056.52,1054.39,1060.07,1051.92,825370.0,11,2017,872019912.4,0.00437295611833588,Slight or No change
2017-11-22,1051.92,1051.16,1055.43,1047.25,726900.0,11,2017,764640648.0,0.0015424164524422412,Slight or No change
2017-11-21,1050.3,1040.04,1050.39,1039.14,1110000.0,11,2017,1165833000.0,0.015116076778845189,Slight or No change
2017-11-20,1034.66,1036.0,1038.69,1032.67,876320.0,11,2017,906693251.2,-0.0011873847609302768,Slight or No change
2017-11-17,1035.89,1049.8,1051.0,1033.73,1340000.0,11,2017,1388092600.0000002,-0.011998435815998465,Slight or No change
2017-11-16,1048.47,1038.75,1051.76,1038.0,1190000.0,11,2017,1247679300.0,0.011636321532983995,Slight or No change
2017-11-15,1036.41,1035.0,1039.63,1030.76,905260.0,11,2017,938220516.6,-0.005020928535770519,Slight or No change
2017-11-14,1041.64,1037.72,1042.3,1029.33,1050000.0,11,2017,1093722000.0,0.0004225893200153763,Slight or No change
2017-11-13,1041.2,1040.8,1048.74,1039.26,940720.0,11,2017,979477664.0,-0.0028252645692669054,Slight or No change
2017-11-10,1044.15,1043.87,1046.63,1041.22,972130.0,11,2017,1015049539.5000001,-0.0034073989233763813,Slight or No change
2017-11-09,1047.72,1048.0,1050.88,1035.85,1790000.0,11,2017,1875418800.0,-0.009987810524525353,Slight or No change
2017-11-08,1058.29,1050.05,1062.69,1047.05,1210000.0,11,2017,1280530900.0,0.005606286642784397,Slight or No change
2017-11-07,1052.39,1049.65,1053.41,1043.0,1310000.0,11,2017,1378630900.0000002,0.009312540760348265,Slight or No change
2017-11-06,1042.68,1049.1,1052.59,1042.0,914750.0,11,2017,953791530.0,-0.0069619710663910706,Slight or No change
2017-11-03,1049.99,1042.75,1050.66,1037.65,1390000.0,11,2017,1459486100.0,0.00673077845000325,Slight or No change
2017-11-02,1042.97,1039.99,1045.52,1028.66,1330000.0,11,2017,1387150100.0,0.0003548820257051055,Slight or No change
2017-11-01,1042.6,1036.32,1047.86,1034.0,2160000.0,11,2017,2252016000.0,0.009254239913265572,Slight or No change
2017-10-31,1033.04,1033.0,1041.0,1026.3,1520000.0,10,2017,1570220800.0,-8.711391596427642e-05,Slight or No change
2017-10-30,1033.13,1029.16,1039.83,1022.33,2340000.0,10,2017,2417524200.0000005,-0.0005224104404694119,Slight or No change
2017-10-27,1033.67,1030.99,1063.62,1026.85,5180000.0,10,2017,5354410600.0,0.04261564221016334,Slight or No change
2017-10-26,991.42,998.47,1006.51,990.47,2370000.0,10,2017,2349665400.0,-4.034454239210117e-05,Slight or No change
2017-10-25,991.46,986.27,994.43,977.72,1530000.0,10,2017,1516933800.0,0.0,Slight or No change
